hand-side,label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
Right,paper,0.5096608054808022,1.0,1.0,0.3692917598197003,0.8965195507880084,0.6360299514046405,0.24380972864076997,0.7523527006197113,0.4360066962475402,0.1259965190737049,0.6455551710759487,0.26526198437260123,0.0,0.6205094005263876,0.0891750349102964,0.3596300506716356,0.4984634097748697,0.6946595789738435,0.30804992821869714,0.30758480396782956,0.47549595238269593,0.29135678410123966,0.18870458334644058,0.2767835628694059,0.29246558383230825,0.08091604013967095,0.1160765783936313,0.5020832542624478,0.4756418887036396,0.662766737372781,0.5143930097120133,0.25670452043159586,0.4903590279295188,0.534916799355143,0.12079356590854279,0.2964449178382305,0.5575780632964698,0.0,0.1416990152813201,0.6326722103640996,0.513274507953485,0.5844264666999304,0.7110267889147739,0.3258594692084264,0.34629402318271585,0.7732084344687611,0.20826113854897396,0.14217456628536948,0.8211009920459208,0.10343273878805037,0.0,0.7465201279833822,0.5926787043736302,0.4770601351903984,0.8578380784901286,0.46693185273732,0.25803690028650444,0.9360450580545971,0.3871548858619858,0.16104993449775207,1.0,0.31131187937127097,0.09501011409739553
Right,paper,0.6099712674285869,1.0,1.0,0.4401475243497376,0.9157595132579925,0.7310105029532022,0.27852806559832916,0.7959427737888032,0.5633638053468759,0.1300971505038574,0.71654934914697,0.4104523549268424,0.0,0.7187533813640646,0.24339279784588402,0.3834094839422959,0.5193987919120148,0.7530531499672086,0.30743534246365345,0.33777926519985585,0.5782101242676755,0.2736749014341441,0.22469034722389808,0.42444439801258393,0.25474882985671243,0.12548596474074475,0.2972017212918231,0.5268043359725927,0.48543918015870824,0.6874289258311939,0.5125054479820463,0.260500910456427,0.53315265301652,0.509599417049402,0.12142627453171698,0.36477449352105723,0.5063836209277573,0.0,0.23217083828771432,0.6627973329534392,0.5104618625507259,0.5841662711440418,0.7202635329988468,0.30527202789836166,0.3531186712329538,0.7585776808895229,0.16941646209870692,0.1433308243625534,0.7814677953889919,0.04940260280304209,0.0,0.786319638029333,0.578268314321406,0.4652029318371695,0.8881258703886417,0.4314926700448046,0.2521278049537626,0.9538145917905353,0.3335871466429852,0.14497287677414597,1.0,0.23995984329527503,0.06936765311694669
Right,paper,0.7707630396299163,1.0,1.0,0.5579805548675565,0.9462839395010183,0.6991654952413404,0.34061501944500217,0.8438429802937555,0.5146384455476065,0.1450184535018267,0.7809656862353767,0.3443469628306412,0.0,0.8056299834412252,0.16071792851189895,0.4323599388527025,0.5472025082279169,0.7467991352790576,0.31179428074989735,0.3748361244315668,0.5424121080378546,0.24529848394258053,0.266923164511701,0.3502812551891289,0.20052084385146673,0.1647881707910943,0.19017641313060066,0.568827646625114,0.48759470035172164,0.6864302661114507,0.5093321548246653,0.2678666071150211,0.5096149471945347,0.4735722167276398,0.12547782422488674,0.31677430474328216,0.4470327105208608,0.0,0.16092325001966098,0.7115752907695229,0.4847920195192703,0.5834025007548325,0.722669410729597,0.2723615518777886,0.3551229170849481,0.7323457243079269,0.12561013476010785,0.14918078232637677,0.736325536266828,0.0002797890930572893,0.0,0.8475465969324465,0.5242113993782371,0.4559061908373711,0.9184885105176557,0.3635010317196546,0.2620955237018445,0.9647971782500007,0.2515035039812908,0.1659260838307405,1.0,0.15095123669804333,0.08914107801499009
Right,paper,0.8290508532222772,1.0,1.0,0.5922036840217764,0.960027730025224,0.7406416844457553,0.35543268765316965,0.8825658068110612,0.5623472101646322,0.1529875397493674,0.8320420724175304,0.3897062856821668,0.0,0.8507988941107621,0.2008065502711788,0.43963442900139416,0.5615965402492269,0.7689940381344067,0.29679904981050675,0.3977476321341154,0.5863701937312518,0.21623136512235128,0.2921982143495409,0.41327297081934256,0.1594743488654443,0.19259540475598608,0.2651890124510493,0.5800980631992136,0.49559504147084643,0.6923850355326353,0.4968992197478333,0.2779466534249671,0.5268780514887905,0.44316274924795973,0.13522211988490385,0.34430219145707747,0.40277490169110347,0.011894104906005272,0.19324973957885552,0.7305728316810798,0.48837465339992686,0.5766609302897383,0.7257048284120402,0.2716209282127159,0.3570370750923491,0.7192409244132462,0.12421565042074639,0.15270618893295226,0.709696548478481,0.0,0.0,0.8755588948493982,0.5261988762998954,0.4400413039695152,0.9407934678866926,0.366139765223697,0.2363224930707468,0.9749460631097239,0.252187293582252,0.12366933652576423,1.0,0.14959233914636674,0.033868232520601525
Right,paper,0.8597548755208664,1.0,1.0,0.6087147291494808,0.9622091171075206,0.6805985132223362,0.3833785455929945,0.8924850933995166,0.45214374279237834,0.17570449161325805,0.840788339637846,0.23135882936387278,0.0,0.8532403677571939,0.0,0.4650911119571885,0.5652071678399562,0.7551941603955478,0.3195977959684413,0.40635324608983264,0.5452429549973761,0.23319346616748102,0.29862252418764845,0.35189941009814557,0.17333930875478562,0.19658596032364375,0.19275703054215268,0.6031138291346744,0.49839067123508723,0.6940997985982621,0.5202609091101381,0.283468250896178,0.5084350147137513,0.463053123083106,0.14380632853622777,0.3235606370856316,0.4156836305180109,0.014010531390731624,0.1771986179661868,0.7498589430378408,0.48928366149468927,0.5837873279357763,0.7405806470376716,0.27325484124210614,0.3524182939724286,0.726285376610191,0.12710483772768266,0.16857263001196818,0.7072606658628932,0.0,0.03544777722321515,0.8903379285910696,0.5257289656804172,0.44416704749102714,0.9503232279967003,0.3664794485424052,0.2440093312698474,0.9799733485627261,0.2517995531237285,0.1493077968570956,1.0,0.1480335365099102,0.0767871099217319
Right,paper,0.8682119891585369,1.0,1.0,0.6133219137808549,0.9754511741297826,0.7348703073717976,0.3694149028715755,0.9076938562389493,0.5512959511323409,0.16701755883190372,0.8647724217438969,0.37651193821046336,0.0,0.8706671433963965,0.18769331830604416,0.45172368950094577,0.5646080473209233,0.7415772518813102,0.30849364774693705,0.3950517570666769,0.5468923081365802,0.22189033724508883,0.28331994542662553,0.37681871062617933,0.15365622524356082,0.18104635480781378,0.2368815533365292,0.5913296235027394,0.5014455810657289,0.6736704646344073,0.5097146204052875,0.28108373949282356,0.4987037788825719,0.45084271268218007,0.1332240851306326,0.3262572388674751,0.40290815057858476,0.001022507248955699,0.18942138303425157,0.7390180150044182,0.49755207369128207,0.5661316165402559,0.7314152244274794,0.2768256165315471,0.3342743801560586,0.7178631416418197,0.1293735282363293,0.13912470106544303,0.7010947378366907,0.0,0.0,0.8817945511767905,0.539534700299313,0.4383174925430214,0.9451994827674228,0.38420598833979436,0.20927766881109292,0.9772242664474193,0.26958969661240834,0.08708138343750868,1.0,0.16151215199247934,0.0004134892580787602
Right,paper,0.824145366853841,1.0,1.0,0.5881907779771197,0.9563620058873219,0.7671800921710558,0.361173955590764,0.8848795819945408,0.5765141607648617,0.16408746708916797,0.8526994761076462,0.392433755263157,0.0,0.8691224246651403,0.19386780082180025,0.45032270090169857,0.5537729962919393,0.7088827237711973,0.31998031175004077,0.376664496494831,0.5111128219117019,0.2460869311959738,0.266812628778719,0.34237205202619914,0.18685419045178125,0.16474095238067163,0.20515599963898298,0.5919925906940982,0.5002003122158467,0.6304032075693412,0.5166378526992708,0.2772581222623813,0.45315043864983023,0.4705088655374077,0.13062294740779926,0.2839562263833227,0.4342556909527249,0.0,0.14986756466446394,0.7424966797921666,0.5107030693462025,0.5226467747133913,0.7427090565949812,0.29392471768727385,0.3013203460546532,0.7420690137235257,0.14983353745329916,0.12568277648405832,0.7330712504951187,0.01969397776578623,0.0,0.8855022251217409,0.5688933258593343,0.399800919792542,0.9494778536312589,0.41581249007835464,0.19556203802866282,0.9808891167082178,0.3057784399495962,0.10279699640322226,1.0,0.1968239237935095,0.035813347506266656
Right,paper,0.7287243107669109,1.0,1.0,0.5249917895149736,0.9418883458953181,0.7395300376809057,0.3324956777773822,0.8610736710895726,0.5472372166731333,0.15345401780795745,0.8189444729208654,0.36545499921747077,0.0,0.8296031325357347,0.17301683557616046,0.4277952356646195,0.5432682226441911,0.6965183408371103,0.32558791601985176,0.353159402266982,0.49096615290763246,0.26971933096817996,0.23454963246001329,0.3245809147063824,0.22913214909945884,0.12442218753276406,0.19013312210684014,0.5644273968770454,0.4992735114921774,0.634516444208791,0.5211146921020716,0.27946479537750024,0.4459003286623247,0.49850578652233346,0.1325019512820214,0.27429014336197394,0.48348402215387937,0.0,0.1390534353878688,0.7024633983002664,0.5184426730816276,0.5392945498904522,0.7294093780486495,0.31304919851819063,0.29484458510581435,0.7534303395907166,0.1789338719260027,0.11862607753745631,0.7678630977722884,0.05393933260330145,0.0,0.8299560625821181,0.5833781351568598,0.42630785840213986,0.9124693831592683,0.44011777588797896,0.19794036033080198,0.9626452950392239,0.33793481553103993,0.09434754182024249,1.0,0.23339772078610455,0.024856308092936905
Right,paper,0.6469612772018407,1.0,1.0,0.46699667173684717,0.9338733106595282,0.7354166115368784,0.29854012656911605,0.8448140405754807,0.5425513753731389,0.14205362058444915,0.789945907611161,0.3617859866526201,0.0,0.7932172265582051,0.16658763206347113,0.4132781497790965,0.5330929065357207,0.6912504403306133,0.3350317228860209,0.34511599391578945,0.49402306783744765,0.29615647673238554,0.22718774187394558,0.3324588513334441,0.2729545569960027,0.11504589734460179,0.19977708570135064,0.5517664218631987,0.49532361869271024,0.6354063066775749,0.5346491217463991,0.2761605398608262,0.4555952595770422,0.5287494951986439,0.13243468174758682,0.2862987558686625,0.5309345495317942,0.0,0.14898729340709532,0.6825599494432877,0.5240835275606146,0.5476264037127565,0.7356245470894021,0.3260171356882344,0.3090102061357342,0.7744398417845746,0.19834832178163392,0.12625095025048225,0.8041517845987424,0.07867905061268059,0.0,0.7968242049932814,0.5979691144036913,0.44266039652104056,0.8897761704741385,0.4637183438656581,0.21773094906424065,0.9508466556557501,0.3717640497134465,0.11234549287750033,1.0,0.2758272043431186,0.03867860221940868
Right,paper,0.5907937654075152,1.0,1.0,0.4208858600107442,0.9194489447172507,0.7192272163566713,0.27095535795889014,0.8188952676140061,0.5136066708518628,0.1326263193961102,0.7457093965988156,0.32470910903911615,0.0,0.7357622446754125,0.12284865205266457,0.4025866635898161,0.5166555672372873,0.6848572676839628,0.33516310823111284,0.3296069225403864,0.48467566963675707,0.303502564248899,0.2112349387653094,0.3120213292271217,0.28778726059807525,0.0988884707341477,0.1699192585407429,0.5426493254708222,0.4862990901582172,0.6338323723866257,0.5362197830737654,0.27293501709876583,0.4491008961778519,0.5403873854090289,0.1312926246554481,0.2658601776398206,0.55128291020435,0.0,0.1184550481874569,0.6705828274519583,0.5205119498665879,0.5512573784548911,0.7390361352110393,0.32778215883268846,0.3191722681510546,0.7875039752991762,0.20135566805183264,0.13227543294271846,0.8247870087429701,0.08589367145669573,0.0,0.7798372825785331,0.5954891549183513,0.44920977196958933,0.8813700421454085,0.4647489227324975,0.24010771491544172,0.9463902215704593,0.3737889773177492,0.13972580089873465,1.0,0.2810311287170802,0.06666330384752095
Right,paper,0.564423637629187,1.0,1.0,0.4071421562387563,0.9128384068340907,0.7178868894280405,0.26590155717081293,0.7970374974811556,0.5202487609713141,0.12807934627284645,0.7152411727590898,0.3416283188384452,0.0,0.7003285746169686,0.14911468705672348,0.39641677585244595,0.5095157745366625,0.6751998120571201,0.3358462208664597,0.3205788360050779,0.4711119624858413,0.3079226479258105,0.20215261145320207,0.2996633413634954,0.2957145354206724,0.0910445857356711,0.1597198346126918,0.5355923417938163,0.4827926362577865,0.6282392150080712,0.5342581537245493,0.2668391335680245,0.4455052028228212,0.5436770548194211,0.1275582883232983,0.27335750502376305,0.5565801784736963,0.0,0.13513932833224201,0.661992494462932,0.5213799213244437,0.5494136224427713,0.7294289929234281,0.32709998858074385,0.31403975398206796,0.783368816541432,0.19799668529732906,0.12903711668998072,0.8250480268120968,0.079783328153337,0.0,0.7686369135504882,0.6006914812497745,0.4525608491982363,0.8719308622242482,0.46557049727519323,0.238416109019246,0.942172822355692,0.3752507150399622,0.1404323752608779,1.0,0.2845982300301489,0.07000540608860882
Right,paper,0.6048522628345383,1.0,1.0,0.4360053373021878,0.9132415054911601,0.6925747866431154,0.28169980078581897,0.8031403408665003,0.4785233221677635,0.13556333640136228,0.722396957565318,0.28585161284400196,0.0,0.7105501562674491,0.08089378189229282,0.40131509844100216,0.5156108351550512,0.6583817742545679,0.32857121239365006,0.3257306631461235,0.44138605531373826,0.29156259402143825,0.20768402920663864,0.2576222657292997,0.270187793636184,0.09513314476194264,0.10702878487250995,0.5436292853747594,0.4824054172715688,0.6166857167377444,0.5292766068430694,0.26637702753764414,0.42468232146810614,0.528835318057279,0.12742489907249188,0.2429338861338434,0.5310869367837681,0.0,0.09666014386936275,0.6786963666110624,0.5135069230380901,0.5405757685878728,0.7358800940703961,0.314805097852642,0.3046908185709525,0.7812175653855123,0.18275176039909008,0.12638154316665062,0.8139005299916149,0.06372552919057592,0.0,0.7974257486554378,0.5854494582269496,0.4426825495562603,0.8912021747993171,0.44349734658942275,0.23680883349900664,0.9518425531460352,0.3468811526005565,0.14924383763878574,1.0,0.25202489876653505,0.08432702586327312
Right,paper,1.0,1.0,1.0,0.5737178867603565,0.8404775704105173,0.9892418332729973,0.33525094559677304,0.647632636671084,0.9142362347238397,0.1580754286597978,0.5275757338198136,0.8225476108492946,0.0,0.4205352469379029,0.72353188818835,0.7402253967640293,0.46087851949886327,0.7864508159726852,0.6722008509833992,0.23123398944034804,0.57993221365695,0.5172600138751963,0.09386471417289059,0.4418008784819698,0.3446349599101334,0.0,0.3421610283813578,0.8633623939224063,0.5029125824726757,0.6523581695867378,0.8094682105507336,0.2241702580415245,0.3952222054067818,0.5953021936126844,0.09045865642584229,0.24485314490926263,0.38245453510575006,0.0009539152632946484,0.15709216263747688,0.9499577944881534,0.5909593207260643,0.5165061307260327,0.8345075701438424,0.3994474377798371,0.26030373511731686,0.6281980072125246,0.29154152911949155,0.12559818014148516,0.4460918555175384,0.2042991915084596,0.055371677283360086,0.9782520259719618,0.7148662892542207,0.3882476261924644,0.8560351734077353,0.6126369723383402,0.16561032930918668,0.6943448909852034,0.5480620611484845,0.0624103156442748,0.5491974509159563,0.48657671940102404,0.0
Right,paper,1.0,0.8834474882544272,1.0,0.9147095556045224,0.6209894711480545,0.9604930329299575,0.7528992315570975,0.3894015660763763,0.8321520757395364,0.655348362225133,0.1824219732562342,0.7068106322174118,0.6658275396372736,0.0,0.5443778902869326,0.6614724590643314,0.4507501264907842,0.5075398100820409,0.3969310456239099,0.470971882905674,0.30236460899966483,0.23387548541629463,0.501343934465727,0.19749726103134407,0.10129043536316393,0.5339013612817732,0.12236114462730019,0.6439042326362708,0.6349137694253705,0.4061217181870407,0.33805080412995014,0.6487677147331646,0.1946142280700857,0.14534573344550966,0.6749839296470305,0.0893410107348241,0.0,0.6977676906396819,0.008076106836329304,0.638654953010329,0.8229204192265992,0.3294130080363929,0.3520954873620055,0.8318188170099988,0.15988652185744534,0.16985275258818125,0.857601349235032,0.06741939668872084,0.03735793158511648,0.8793824358511023,0.001059621815859789,0.6446785653599857,1.0,0.26163755867759364,0.4199318323760649,0.9962485483676665,0.11615553138347107,0.2829825753497246,0.9987893506806409,0.04659568395512936,0.17180382642678096,0.9952896277556921,0.0
Right,paper,1.0,0.8782932825851072,1.0,0.9116609399403663,0.6182163316563064,0.9528748011058018,0.7448074210800322,0.38995414045288396,0.8216620415929372,0.6447686118604761,0.1848042052273987,0.6948841994338213,0.6549462823607364,0.0,0.5319144263362453,0.6626988499219083,0.44817046440137964,0.5059020772511493,0.39856226040039755,0.47266203311622357,0.29795536511719134,0.2353591745941597,0.5041023859335536,0.18898581487326552,0.10414406739552275,0.5379084585708062,0.11166806487515732,0.6479191632353637,0.6328588597719914,0.4097088801483624,0.3422920157130011,0.648107799899837,0.1971191278654861,0.1480545222206446,0.6746845241226537,0.08629558780745879,0.0,0.6961334345368887,0.0,0.6431136352879928,0.8219827148489626,0.3372773372139544,0.35829050120687206,0.8332831362157077,0.1683414717982488,0.1740485588527616,0.8587830792742557,0.07213165758779126,0.039925410573145914,0.8796309731438676,0.0019522024270785356,0.6471390032656539,1.0,0.27312085476331976,0.4248162241469071,0.9922135695623178,0.13088087489677408,0.2877490652657485,0.9922977773949565,0.058754270464531785,0.1764501869468503,0.9885273090625935,0.008296050514515034
